id;imie;nazwisko;miasto;ilosc;kwota;wspolczynnik
8755;Barbara;Kowalczyk;Poznań;176;2005.89;0.113
8756;Agnieszka;Woźniak;Łódź;173;2428.29;0.191
8757;Magdalena;Dąbrowski;Warszawa;174;3699.28;0.788
8758;Ewa;Nowak;Katowice;5;3557.38;0.600
8759;Jan;Kozłowski;Łódź;62;2192.10;1.000
8760;Brak danych;Dąbrowski;Poznań;17;4102.89;0.134
8761;Andrzej;Kowalczyk;Poznań;373;734.26;0.908
8762;Agnieszka;Wójcik;Gdańsk;206;2322.08;0.326
8763;Krzysztof;Lewandowski;Gdańsk;480;2345.18;1.000
8764;Agnieszka;Nowak;Warszawa;34;2037.77;1.000
8765;Andrzej;Wiśniewski;Kraków;52;2337.77;0.157
8766;Agnieszka;Mazur;Łódź;333;3150.09;0.787
8767;Magdalena;Szymański;Gdańsk;240;288.62;1.000
8768;Marcin;Zieliński;Lublin;138;1295.24;0.960
8769;Ewa;Kozłowski;Łódź;252;4437.11;0.953
8770;Barbara;Szymański;Łódź;189;3446.96;0.108
8771;Barbara;Zieliński;Katowice;223;1573.42;0.423
8772;Tomasz;Szymański;Warszawa;486;4235.82;0.677
8773;Jan;Lewandowski;Warszawa;412;61.09;1.000
8774;Barbara;Wiśniewski;Warszawa;493;2852.54;0.460
8775;Krzysztof;Lewandowski;Łódź;241;1294.19;0.889
8776;Paweł;Nowak;Poznań;169;411.76;0.456
8777;Joanna;Wójcik;Poznań;418;4972.22;0.911
8778;Katarzyna;Zieliński;Kraków;271;1359.30;0.328
8779;Paweł;Dąbrowski;Łódź;421;453.45;1.000
8780;Katarzyna;Kwiatkowski;Kraków;369;2226.16;1.000
8781;Tomasz;Kwiatkowski;Poznań;63;29.05;1.000
8782;Krzysztof;Kwiatkowski;Wrocław;142;833.58;1.000
8783;Katarzyna;Zieliński;Warszawa;378;3934.81;0.990
8784;Paweł;Kozłowski;Łódź;358;2838.96;1.000
8785;Krzysztof;Wiśniewski;Kraków;165;4515.67;1.000
8786;Paweł;Kowalczyk;Katowice;58;3345.70;0.755
8787;Krzysztof;Kowalczyk;Gdańsk;350;3688.43;0.339
8788;Krzysztof;Kozłowski;Wrocław;149;3375.59;1.000
8789;Jan;Zieliński;Katowice;213;2164.47;0.993
8790;Maria;Kowalczyk;Łódź;40;358.30;1.000
8791;Anna;Mazur;Lublin;401;4606.86;0.916
8792;Krzysztof;Dąbrowski;Wrocław;446;1306.18;0.459
8793;Barbara;Kozłowski;Kraków;264;2044.35;0.389
8794;Piotr;Kozłowski;Warszawa;364;4528.75;1.000
8795;Jan;Zieliński;Katowice;482;1042.10;0.462
8796;Marcin;Kamiński;Kraków;229;2873.32;1.000
8797;Magdalena;Kowalski;Wrocław;182;524.57;0.949
8798;Tomasz;Nowak;Gdańsk;397;499.33;0.523
8799;Andrzej;Zieliński;Kraków;460;1779.41;0.849
8800;Jan;Kamiński;Brak danych;252;1568.50;0.350
8801;Katarzyna;Kamiński;Katowice;276;3047.01;1.000
8802;Michał;Wiśniewski;Warszawa;102;4357.11;0.800
8803;Katarzyna;Dąbrowski;Poznań;106;852.65;0.236
8804;Andrzej;Kowalczyk;Łódź;307;2201.01;0.452
8805;Piotr;Wiśniewski;Warszawa;298;988.46;1.000
8806;Ewa;Wiśniewski;Poznań;252;4563.41;0.429
8807;Jan;Woźniak;Katowice;365;2987.49;0.577
8808;Katarzyna;Kozłowski;Warszawa;368;2436.86;0.176
8809;Michał;Mazur;Warszawa;480;3608.70;0.768
8810;Krzysztof;Lewandowski;Gdańsk;473;3414.24;1.000
8811;Katarzyna;Kwiatkowski;Warszawa;416;4896.73;0.274
8812;Tomasz;Dąbrowski;Łódź;221;2752.08;1.000
8813;Andrzej;Kozłowski;Katowice;450;4309.87;0.217
8814;Marcin;Kamiński;Kraków;255;882.40;1.000
8815;Krzysztof;Kowalczyk;Łódź;409;2874.34;0.548
8816;Piotr;Wiśniewski;Gdańsk;383;4798.59;1.000
8817;Barbara;Kowalczyk;Katowice;154;2340.07;0.820
8818;Tomasz;Kowalczyk;Katowice;92;807.71;1.000
8819;Anna;Kowalski;Lublin;138;3793.67;0.156
8820;Andrzej;Woźniak;Poznań;8;1788.17;0.548
8821;Marcin;Wiśniewski;Poznań;162;106.63;1.000
8822;Joanna;Kwiatkowski;Kraków;39;1934.29;1.000
8823;Maria;Kowalczyk;Katowice;324;2255.99;0.931
8824;Michał;Kowalski;Łódź;155;4475.38;0.489
8825;Agnieszka;Kwiatkowski;Gdańsk;408;1050.32;0.490
8826;Anna;Kwiatkowski;Poznań;192;2088.22;0.850
8827;Piotr;Zieliński;Gdańsk;-338;559.75;1.000
8828;Joanna;Mazur;Lublin;280;667.57;0.794
8829;Ewa;Lewandowski;Katowice;476;4511.12;0.728
8830;Maria;Wójcik;Kraków;279;2082.19;1.000
8831;Jan;Szymański;Warszawa;25;745.68;0.794
8832;Marcin;Kowalczyk;Wrocław;113;4035.30;0.526
8833;Michał;Zieliński;Poznań;459;2731.63;0.360
8834;Agnieszka;Nowak;Wrocław;110;588.87;0.641
8835;Piotr;Lewandowski;Katowice;108;1247.78;0.409
8836;Marcin;Mazur;Katowice;397;2191.40;0.651
8837;Marcin;Kozłowski;Gdańsk;296;1153.26;1.000
8838;Krzysztof;Kowalczyk;Łódź;470;2365.63;0.783
8839;Agnieszka;Kowalczyk;Warszawa;349;1667.17;0.749
8840;Maria;Kwiatkowski;Warszawa;252;3164.51;0.759
8841;Anna;Woźniak;Katowice;15;2543.62;1.000
8842;Paweł;Zieliński;Katowice;456;3768.10;1.000
8843;Andrzej;Woźniak;Lublin;252;4302.68;1.000
8844;Jan;Woźniak;Łódź;342;841.12;0.882
8845;Agnieszka;Wiśniewski;Katowice;42;2476.15;0.112
8846;Tomasz;Woźniak;Wrocław;263;4294.45;0.136
8847;Magdalena;Mazur;Katowice;293;3904.62;0.713
8848;Marcin;Wójcik;Poznań;233;1352.90;1.000
8849;Katarzyna;Nowak;Warszawa;332;2561.51;0.552
8850;Piotr;Lewandowski;Gdańsk;97;406.01;1.000
8851;Agnieszka;Wójcik;Kraków;351;2484.19;1.000
8852;Agnieszka;Woźniak;Kraków;86;4789.73;0.341
8853;Magdalena;Kowalski;Łódź;81;3740.08;0.984
8854;Marcin;Mazur;Wrocław;418;320.01;0.595
8855;Joanna;Szymański;Kraków;497;1942.70;0.935
8856;Maria;Zieliński;Łódź;400;3016.47;1.000
8857;Maria;Kozłowski;Gdańsk;305;4889.87;0.902
8858;Andrzej;Szymański;Łódź;143;391.38;1.000
8859;Joanna;Lewandowski;Katowice;353;794.05;0.756
8860;Marcin;Mazur;Lublin;295;3928.11;0.377
8861;Joanna;Wójcik;Łódź;123;3110.44;0.279
8862;Jan;Nowak;Kraków;341;1330.57;0.392
8863;Katarzyna;Wiśniewski;Wrocław;443;2052.33;1.000
8864;Krzysztof;Nowak;Lublin;454;412.88;1.000
8865;Paweł;Kowalski;Łódź;238;4439.26;0.205
8866;Marcin;Kowalski;Łódź;317;4582.55;0.519
8867;Jan;Kowalczyk;Poznań;70;190.89;1.000
8868;Barbara;Nowak;Wrocław;189;1530.32;0.568
8869;Piotr;Lewandowski;Warszawa;185;2663.04;1.000
8870;Andrzej;Nowak;Lublin;82;4765.59;1.000
8871;Anna;Kamiński;Kraków;238;3076.05;0.949
8872;Ewa;Lewandowski;Warszawa;383;3372.50;0.349
8873;Piotr;Szymański;Gdańsk;473;274.58;1.000
8874;Krzysztof;Szymański;Gdańsk;139;624.36;0.603
8875;Magdalena;Kowalczyk;Łódź;11;806.94;1.000
8876;Michał;Mazur;Łódź;56;810.64;1.000
8877;Joanna;Kowalski;Łódź;494;4966.40;0.942
8878;Joanna;Zieliński;Łódź;354;1937.21;0.627
8879;Ewa;Kozłowski;Katowice;224;4253.15;1.000
8880;Brak danych;Dąbrowski;Kraków;252;2359.63;1.000
8881;Anna;Kwiatkowski;Lublin;14;841.96;0.692
8882;Maria;Dąbrowski;Kraków;413;1812.95;0.174
8883;Piotr;Kowalczyk;Poznań;197;1690.58;0.325
8884;Joanna;Kozłowski;Łódź;344;3093.01;0.267
8885;Piotr;Wiśniewski;Warszawa;444;1144.58;0.592
8886;Katarzyna;Dąbrowski;Poznań;2;4120.73;0.694
8887;Maria;Wójcik;Wrocław;297;1028.89;0.946
8888;Ewa;Kowalski;Gdańsk;207;3181.22;0.650
8889;Michał;Nowak;Gdańsk;260;162.50;0.929
8890;Krzysztof;Mazur;Łódź;213;1236.98;0.375
8891;Krzysztof;Lewandowski;Poznań;121;195.90;0.934
8892;Maria;Dąbrowski;Lublin;267;1027.59;0.442
8893;Jan;Kowalczyk;Wrocław;127;1575.75;1.000
8894;Anna;Kamiński;Kraków;354;1247.36;0.767
8895;Ewa;Zieliński;Łódź;415;939.05;1.000
8896;Magdalena;Kowalski;Łódź;209;4588.96;0.594
8897;Ewa;Kowalski;Lublin;405;4009.72;0.274
8898;Anna;Woźniak;Gdańsk;161;3840.25;0.631
8899;Agnieszka;Wójcik;Lublin;123;1586.97;0.364
8900;Joanna;Dąbrowski;Warszawa;366;2174.98;0.817
8901;Magdalena;Dąbrowski;Lublin;398;1916.76;0.555
8902;Anna;Dąbrowski;Warszawa;103;2184.54;0.445
8903;Maria;Kowalczyk;Wrocław;468;984.23;1.000
8904;Barbara;Kamiński;Łódź;332;760.33;1.000
8905;Paweł;Mazur;Kraków;380;2083.95;0.240
8906;Magdalena;Wójcik;Gdańsk;43;3189.45;0.438
8907;Tomasz;Wiśniewski;Kraków;496;577.29;1.000
8908;Paweł;Wójcik;Łódź;63;2231.32;1.000
8909;Jan;Mazur;Łódź;248;3910.97;0.917
8910;Maria;Wójcik;Gdańsk;252;2485.66;1.000
8911;Barbara;Kowalski;Gdańsk;439;2193.88;0.330
8912;Tomasz;Kamiński;Poznań;172;4255.60;1.000
8913;Tomasz;Kozłowski;Poznań;338;1373.06;0.758
8914;Barbara;Kowalski;Kraków;233;1145.93;0.232
8915;Piotr;Wiśniewski;Gdańsk;374;3028.17;1.000
8916;Joanna;Nowak;Łódź;307;3367.35;0.403
8917;Michał;Mazur;Katowice;252;297.45;0.572
8918;Marcin;Kowalczyk;Warszawa;-200;1106.98;0.212
8919;Marcin;Lewandowski;Wrocław;169;1703.41;0.311
8920;Marcin;Kamiński;Łódź;84;1101.36;0.855
8921;Ewa;Wójcik;Łódź;218;2568.55;1.000
8922;Piotr;Kozłowski;Lublin;270;3443.04;0.931
8923;Anna;Kamiński;Gdańsk;488;1150.22;1.000
8924;Anna;Wójcik;Łódź;419;4987.90;0.952
8925;Jan;Nowak;Gdańsk;436;4447.08;0.548
8926;Andrzej;Kowalski;Lublin;403;709.09;0.764
8927;Maria;Lewandowski;Łódź;236;2425.28;1.000
8928;Andrzej;Nowak;Poznań;466;3752.83;0.175
8929;Joanna;Wójcik;Gdańsk;226;2936.23;1.000
8930;Andrzej;Kowalczyk;Warszawa;476;452.03;1.000
8931;Piotr;Dąbrowski;Łódź;207;2734.60;0.224
8932;Anna;Woźniak;Poznań;320;250.36;0.124
8933;Michał;Mazur;Kraków;223;898.68;1.000
8934;Piotr;Woźniak;Gdańsk;477;3534.68;0.252
8935;Magdalena;Dąbrowski;Poznań;189;2648.25;0.768
8936;Krzysztof;Wójcik;Kraków;368;2974.26;0.557
8937;Agnieszka;Mazur;Gdańsk;418;363.66;0.127
8938;Katarzyna;Wiśniewski;Warszawa;264;2222.78;0.191
8939;Marcin;Kowalski;Łódź;405;2632.32;0.460
8940;Barbara;Zieliński;Warszawa;334;2633.68;0.151
8941;Ewa;Kowalski;Poznań;143;3431.79;0.893
8942;Maria;Szymański;Kraków;425;4216.04;0.278
8943;Joanna;Wiśniewski;Wrocław;55;3762.79;0.539
8944;Magdalena;Wiśniewski;Poznań;74;590.17;0.257
8945;Ewa;Kwiatkowski;Wrocław;444;1367.74;0.174
8946;Ewa;Szymański;Poznań;236;3469.02;1.000
8947;Krzysztof;Zieliński;Lublin;241;4021.58;0.290
8948;Jan;Wiśniewski;Warszawa;257;4464.46;1.000
8949;Michał;Szymański;Lublin;255;799.94;0.568
8950;Ewa;Lewandowski;Łódź;33;3802.19;0.360
8951;Maria;Wiśniewski;Wrocław;259;947.95;0.374
8952;Jan;Zieliński;Łódź;12;2534.14;0.438
8953;Tomasz;Wójcik;Warszawa;385;2236.43;1.000
8954;Michał;Wójcik;Warszawa;252;4233.00;0.918
8955;Joanna;Kwiatkowski;Katowice;500;537.80;1.000
8956;Jan;Dąbrowski;Katowice;20;4663.94;0.496
8957;Magdalena;Lewandowski;Poznań;261;1802.62;0.236
8958;Agnieszka;Woźniak;Wrocław;334;1840.09;0.280
8959;Paweł;Zieliński;Kraków;68;634.46;0.229
8960;Ewa;Kozłowski;Kraków;345;4693.01;1.000
8961;Agnieszka;Wójcik;Katowice;447;2597.79;0.855
8962;Marcin;Kowalski;Lublin;321;588.30;1.000
8963;Katarzyna;Nowak;Łódź;198;4506.63;0.166
8964;Anna;Kowalczyk;Łódź;120;2945.55;0.149
8965;Marcin;Lewandowski;Warszawa;478;3356.86;1.000
8966;Anna;Mazur;Katowice;302;194.10;0.389
8967;Ewa;Wójcik;Gdańsk;37;4308.77;0.338
8968;Agnieszka;Kwiatkowski;Lublin;304;2883.37;0.368
8969;Marcin;Woźniak;Gdańsk;263;2486.89;0.444
8970;Maria;Mazur;Kraków;252;3884.78;1.000
8971;Jan;Szymański;Łódź;415;4489.78;1.000
8972;Andrzej;Kowalczyk;Katowice;65;1792.81;0.160
8973;Maria;Wiśniewski;Katowice;26;4206.00;1.000
8974;Michał;Nowak;Kraków;378;4453.79;1.000
8975;Paweł;Kamiński;Wrocław;449;180.86;1.000
8976;Ewa;Wiśniewski;Warszawa;408;3090.97;0.840
8977;Piotr;Woźniak;Wrocław;379;2295.53;0.641
8978;Andrzej;Kowalczyk;Katowice;459;739.02;1.000
8979;Agnieszka;Kozłowski;Katowice;260;2455.14;0.338
8980;Paweł;Kowalczyk;Wrocław;299;2454.60;1.000
8981;Joanna;Lewandowski;Wrocław;246;3776.71;0.627
8982;Tomasz;Szymański;Warszawa;152;4330.05;0.772
8983;Agnieszka;Szymański;Lublin;165;150.04;1.000
8984;Jan;Woźniak;Katowice;261;3659.03;0.923
8985;Krzysztof;Mazur;Gdańsk;111;2216.04;1.000
8986;Agnieszka;Lewandowski;Gdańsk;408;1864.72;0.262
8987;Krzysztof;Dąbrowski;Warszawa;265;4644.02;0.833
8988;Krzysztof;Woźniak;Lublin;28;242.83;0.924
8989;Katarzyna;Kozłowski;Wrocław;218;3009.11;0.736
8990;Ewa;Kamiński;Kraków;481;2476.15;1.000
8991;Krzysztof;Mazur;Warszawa;252;0.00;1.000
8992;Joanna;Zieliński;Kraków;217;1098.76;0.844
8993;Ewa;Nowak;Gdańsk;303;3202.14;0.133
8994;Barbara;Lewandowski;Katowice;425;3865.84;1.000
8995;Anna;Kozłowski;Lublin;339;4511.57;0.913
8996;Agnieszka;Szymański;Katowice;478;1385.92;0.194
8997;Paweł;Kamiński;Lublin;27;3844.51;1.000
8998;Anna;Kowalczyk;Kraków;190;3326.86;0.184
8999;Michał;Szymański;Poznań;306;324.05;1.000
9000;Brak danych;Kamiński;Brak danych;39;4678.38;0.450
9001;Barbara;Kwiatkowski;Katowice;460;2185.51;0.504
9002;Andrzej;Mazur;Katowice;422;848.66;1.000
9003;Andrzej;Kamiński;Łódź;316;3983.00;0.231
9004;Magdalena;Zieliński;Lublin;437;754.93;1.000
9005;Piotr;Woźniak;Lublin;396;781.48;1.000
9006;Anna;Lewandowski;Gdańsk;97;1916.72;1.000
9007;Tomasz;Kwiatkowski;Łódź;345;4181.03;0.725
9008;Katarzyna;Woźniak;Wrocław;138;155.05;0.682
9009;Piotr;Kamiński;Kraków;-348;2531.20;0.851
9010;Krzysztof;Zieliński;Kraków;112;484.37;1.000
9011;Marcin;Kwiatkowski;Poznań;182;3524.52;0.286
9012;Tomasz;Kowalski;Warszawa;341;3975.67;0.208
9013;Maria;Kowalski;Lublin;20;2594.50;0.303
9014;Barbara;Woźniak;Wrocław;447;4772.58;1.000
9015;Paweł;Nowak;Łódź;74;3524.58;0.103
9016;Michał;Wójcik;Warszawa;486;4922.58;0.899
9017;Michał;Kwiatkowski;Poznań;259;2001.77;0.451
9018;Krzysztof;Wiśniewski;Kraków;235;1963.91;0.422
9019;Krzysztof;Kwiatkowski;Gdańsk;212;1309.25;1.000
9020;Marcin;Szymański;Wrocław;252;297.94;1.000
9021;Anna;Mazur;Łódź;380;4567.35;0.475
9022;Agnieszka;Kamiński;Poznań;108;931.70;0.220
9023;Katarzyna;Kwiatkowski;Lublin;24;2737.60;0.958
9024;Michał;Wiśniewski;Kraków;50;2672.41;1.000
9025;Piotr;Lewandowski;Wrocław;412;4224.22;1.000
9026;Barbara;Zieliński;Gdańsk;185;4198.80;0.672
9027;Michał;Kamiński;Lublin;317;3879.83;0.183
9028;Tomasz;Kowalczyk;Łódź;252;3492.66;1.000
9029;Agnieszka;Kamiński;Poznań;287;4359.78;0.486
9030;Marcin;Kozłowski;Warszawa;472;2928.34;0.548
9031;Andrzej;Woźniak;Łódź;254;1884.15;0.801
9032;Krzysztof;Kowalczyk;Kraków;402;3802.96;1.000
9033;Magdalena;Woźniak;Łódź;337;228.47;1.000
9034;Barbara;Mazur;Warszawa;362;1415.04;1.000
9035;Maria;Nowak;Wrocław;332;2630.44;1.000
9036;Katarzyna;Szymański;Warszawa;3;2361.62;1.000
9037;Anna;Szymański;Łódź;460;636.78;0.165
9038;Barbara;Kwiatkowski;Lublin;1;1073.12;1.000
9039;Magdalena;Wiśniewski;Kraków;138;861.81;1.000
9040;Piotr;Lewandowski;Poznań;208;3192.66;1.000
9041;Maria;Nowak;Warszawa;143;1648.97;1.000
9042;Piotr;Zieliński;Poznań;73;3878.28;0.690
9043;Paweł;Kozłowski;Gdańsk;29;3242.09;1.000
9044;Agnieszka;Wiśniewski;Wrocław;276;1425.09;1.000
9045;Piotr;Lewandowski;Gdańsk;17;1290.71;1.000
9046;Anna;Nowak;Kraków;36;94.83;0.958
9047;Jan;Wójcik;Lublin;267;4698.24;1.000
9048;Barbara;Mazur;Warszawa;176;4394.84;0.158
9049;Tomasz;Wiśniewski;Lublin;366;2766.75;1.000
9050;Piotr;Kowalski;Katowice;263;527.82;0.759
9051;Joanna;Mazur;Poznań;294;1730.82;0.708
9052;Tomasz;Szymański;Warszawa;298;3108.68;1.000
9053;Joanna;Dąbrowski;Warszawa;68;2857.74;0.202
9054;Andrzej;Kamiński;Lublin;171;2378.88;0.726
9055;Paweł;Szymański;Łódź;38;215.81;1.000
9056;Katarzyna;Zieliński;Poznań;90;2732.32;1.000
9057;Andrzej;Kamiński;Katowice;456;3564.58;0.133
9058;Joanna;Nowak;Poznań;314;1679.74;0.418
9059;Tomasz;Lewandowski;Łódź;290;1919.82;0.452
9060;Katarzyna;Nowak;Warszawa;358;2698.17;0.252
9061;Maria;Zieliński;Poznań;492;4548.08;0.492
9062;Tomasz;Kozłowski;Poznań;316;34.88;1.000
9063;Agnieszka;Nowak;Katowice;71;152.57;1.000
9064;Michał;Kwiatkowski;Poznań;439;3563.98;0.450
9065;Paweł;Wójcik;Warszawa;252;1898.02;0.651
9066;Krzysztof;Wójcik;Łódź;133;1899.85;0.261
9067;Ewa;Lewandowski;Poznań;41;3265.62;0.633
9068;Tomasz;Dąbrowski;Lublin;492;2987.96;1.000
9069;Maria;Mazur;Poznań;416;4585.66;0.320
9070;Anna;Woźniak;Gdańsk;84;2576.00;0.397
9071;Paweł;Zieliński;Poznań;240;3531.67;1.000
9072;Magdalena;Mazur;Poznań;428;1183.42;0.421
9073;Michał;Kwiatkowski;Kraków;139;3785.60;1.000
9074;Tomasz;Kowalczyk;Lublin;430;2523.14;0.911
9075;Anna;Woźniak;Poznań;202;3957.45;1.000
9076;Anna;Kowalski;Lublin;371;1993.68;0.847
9077;Piotr;Dąbrowski;Poznań;2;3057.44;0.995
9078;Andrzej;Wójcik;Kraków;218;4867.53;0.626
9079;Agnieszka;Dąbrowski;Lublin;42;1331.43;1.000
9080;Maria;Zieliński;Warszawa;171;2657.33;0.856
9081;Anna;Dąbrowski;Gdańsk;66;3983.18;1.000
9082;Magdalena;Lewandowski;Warszawa;369;215.96;0.370
9083;Barbara;Mazur;Wrocław;406;1763.09;0.998
9084;Tomasz;Dąbrowski;Lublin;319;3617.93;0.383
9085;Magdalena;Kowalczyk;Kraków;458;3471.12;1.000
9086;Paweł;Dąbrowski;Lublin;410;3815.69;1.000
9087;Krzysztof;Kwiatkowski;Katowice;257;2313.14;1.000
9088;Andrzej;Dąbrowski;Kraków;295;16.93;1.000
9089;Barbara;Nowak;Poznań;388;3149.14;0.728
9090;Marcin;Kozłowski;Poznań;409;3834.42;1.000
9091;Agnieszka;Wójcik;Kraków;85;1110.47;0.856
9092;Michał;Nowak;Wrocław;341;2434.92;0.348
9093;Maria;Dąbrowski;Gdańsk;136;1494.27;0.123
9094;Tomasz;Zieliński;Kraków;378;2851.09;1.000
9095;Marcin;Kozłowski;Lublin;158;126.32;1.000
9096;Barbara;Zieliński;Poznań;227;4630.38;1.000
9097;Paweł;Nowak;Gdańsk;135;2677.72;0.492
9098;Agnieszka;Wójcik;Katowice;334;1889.25;0.875
9099;Krzysztof;Kamiński;Warszawa;79;4349.36;0.687
9100;Joanna;Lewandowski;Poznań;252;3971.84;0.898
9101;Andrzej;Kozłowski;Lublin;187;4947.80;0.612
9102;Barbara;Wójcik;Poznań;252;2381.68;0.553
9103;Andrzej;Zieliński;Lublin;110;2827.95;0.461
9104;Magdalena;Kozłowski;Gdańsk;463;4303.33;0.770
9105;Joanna;Kozłowski;Kraków;435;3463.79;0.151
9106;Ewa;Szymański;Kraków;2;70.42;1.000
9107;Anna;Lewandowski;Łódź;236;1666.51;1.000
9108;Maria;Kowalski;Łódź;385;3750.14;0.718
9109;Piotr;Dąbrowski;Łódź;228;3449.57;1.000
9110;Marcin;Lewandowski;Łódź;335;1109.54;1.000
9111;Anna;Kowalczyk;Wrocław;306;2738.08;0.491
9112;Andrzej;Lewandowski;Wrocław;16;3380.86;0.396
9113;Jan;Kowalski;Katowice;474;335.04;0.140
9114;Krzysztof;Zieliński;Łódź;123;995.34;0.362
9115;Maria;Szymański;Poznań;226;1790.65;0.956
9116;Jan;Kowalczyk;Łódź;477;4235.19;1.000
9117;Magdalena;Mazur;Katowice;124;2756.25;0.462
9118;Marcin;Nowak;Poznań;496;3916.89;0.721
9119;Barbara;Mazur;Łódź;157;2652.77;0.530
9120;Brak danych;Kwiatkowski;Gdańsk;429;3837.47;0.209
9121;Andrzej;Mazur;Gdańsk;377;4160.80;1.000
9122;Joanna;Wiśniewski;Warszawa;55;3197.96;0.972
9123;Tomasz;Wiśniewski;Łódź;359;4622.51;0.301
9124;Ewa;Zieliński;Wrocław;420;2301.09;1.000
9125;Anna;Szymański;Kraków;329;1931.81;0.321
9126;Jan;Nowak;Kraków;162;4736.93;0.867
9127;Andrzej;Kowalczyk;Katowice;285;1127.78;0.137
9128;Maria;Wiśniewski;Lublin;16;4331.30;0.583
9129;Barbara;Kwiatkowski;Łódź;42;1339.67;1.000
9130;Krzysztof;Dąbrowski;Wrocław;252;2250.31;1.000
9131;Agnieszka;Kowalczyk;Lublin;282;1771.77;1.000
9132;Tomasz;Nowak;Łódź;86;3965.92;0.591
9133;Tomasz;Woźniak;Poznań;352;443.66;0.774
9134;Tomasz;Szymański;Katowice;78;4087.76;0.249
9135;Michał;Wiśniewski;Kraków;148;2476.15;0.548
9136;Paweł;Lewandowski;Kraków;228;303.27;1.000
9137;Michał;Nowak;Poznań;187;4980.84;0.600
9138;Michał;Szymański;Warszawa;42;1587.11;1.000
9139;Ewa;Mazur;Warszawa;252;1137.95;0.592
9140;Michał;Wójcik;Gdańsk;268;2149.81;0.103
9141;Joanna;Kowalczyk;Kraków;198;1868.38;1.000
9142;Andrzej;Wiśniewski;Łódź;490;735.24;0.780
9143;Joanna;Nowak;Kraków;442;3414.27;1.000
9144;Michał;Nowak;Lublin;193;3019.43;1.000
9145;Andrzej;Zieliński;Łódź;116;2234.32;0.709
9146;Piotr;Wiśniewski;Wrocław;399;830.34;0.364
9147;Anna;Szymański;Gdańsk;150;1890.02;0.880
9148;Marcin;Wiśniewski;Warszawa;185;3780.39;0.656
9149;Jan;Kowalski;Lublin;334;3309.53;0.909
9150;Maria;Lewandowski;Lublin;356;2426.57;0.832
9151;Maria;Wójcik;Warszawa;426;2313.88;1.000
9152;Krzysztof;Kamiński;Gdańsk;142;1225.71;0.130
9153;Magdalena;Wójcik;Wrocław;369;361.92;1.000
9154;Marcin;Wiśniewski;Warszawa;108;2906.17;0.473
9155;Michał;Kamiński;Poznań;307;1322.52;0.881
9156;Tomasz;Kozłowski;Łódź;402;3158.01;1.000
9157;Joanna;Woźniak;Wrocław;413;440.64;1.000
9158;Paweł;Zieliński;Wrocław;491;226.20;0.300
9159;Jan;Woźniak;Warszawa;310;1840.72;0.338
9160;Andrzej;Lewandowski;Kraków;189;1546.00;1.000
9161;Maria;Kozłowski;Kraków;426;465.93;1.000
9162;Ewa;Kozłowski;Warszawa;236;1284.91;1.000
9163;Jan;Kozłowski;Wrocław;77;3000.13;1.000
9164;Ewa;Kamiński;Lublin;350;847.94;1.000
9165;Jan;Szymański;Warszawa;206;1097.68;1.000
9166;Michał;Wiśniewski;Łódź;202;2717.93;0.790
9167;Tomasz;Wójcik;Warszawa;357;1828.19;0.174
9168;Marcin;Kowalski;Wrocław;336;1025.87;1.000
9169;Piotr;Lewandowski;Gdańsk;53;4212.71;0.502
9170;Ewa;Zieliński;Lublin;180;3233.01;0.407
9171;Andrzej;Dąbrowski;Warszawa;48;2864.87;0.602
9172;Michał;Kowalski;Poznań;132;795.11;1.000
9173;Piotr;Kamiński;Gdańsk;179;284.54;1.000
9174;Joanna;Dąbrowski;Gdańsk;176;2955.14;0.709
9175;Agnieszka;Lewandowski;Katowice;273;4536.34;1.000
9176;Magdalena;Kowalczyk;Warszawa;252;681.80;0.546
9177;Andrzej;Szymański;Lublin;64;480.66;0.914
9178;Paweł;Nowak;Łódź;62;4271.56;1.000
9179;Maria;Kwiatkowski;Gdańsk;140;1838.45;1.000
9180;Michał;Dąbrowski;Lublin;407;657.98;1.000
9181;Michał;Kamiński;Gdańsk;301;2890.01;1.000
9182;Krzysztof;Nowak;Lublin;76;4684.96;0.286
9183;Katarzyna;Wójcik;Lublin;132;1427.69;0.691
9184;Krzysztof;Nowak;Lublin;176;4866.46;0.408
9185;Joanna;Mazur;Gdańsk;318;20.68;0.558
9186;Agnieszka;Wójcik;Katowice;423;1793.50;0.184
9187;Magdalena;Kamiński;Katowice;80;4209.58;0.551
9188;Maria;Woźniak;Wrocław;396;4501.88;0.761
9189;Magdalena;Woźniak;Gdańsk;104;121.93;1.000
9190;Tomasz;Nowak;Kraków;328;2621.31;0.988
9191;Andrzej;Lewandowski;Katowice;-227;3821.54;0.685
9192;Katarzyna;Kamiński;Gdańsk;431;1653.44;0.491
9193;Piotr;Mazur;Lublin;278;3955.17;0.749
9194;Krzysztof;Woźniak;Gdańsk;496;1062.28;1.000
9195;Marcin;Zieliński;Gdańsk;279;869.11;1.000
9196;Magdalena;Zieliński;Warszawa;76;1163.29;0.348
9197;Ewa;Kwiatkowski;Katowice;206;1162.51;1.000
9198;Maria;Wiśniewski;Lublin;161;4505.39;1.000
9199;Magdalena;Szymański;Wrocław;215;4311.69;0.253
9200;Krzysztof;Kowalczyk;Brak danych;142;1133.41;1.000
9201;Michał;Kwiatkowski;Lublin;488;1241.37;0.727
9202;Andrzej;Kowalski;Kraków;10;4529.29;0.799
