id;imie;nazwisko;miasto;ilosc;kwota;wpsolczynnik
8332;Magdalena;Mazur;Krakow ;282;2755.71;0,257
8333;Jan;Kwiatkowski;Wroclaw;77;236.00;0.335
8334;Maria;Zieliński;Gdańsk;425;1501.46;0.323
8335;Michał;Kwiatkowski;Warszawa ;462;4651,86;0.13
8336;Andrzej;Mazur;poznan;411;1578.64;0,133
8337;Piotr;Wiśniewski;lublin;123;2653.54;1.394
8338;Anna;Kozłowski;łódź;327;3395.70;1.414
8339;Magdalena;Szymański;Poznan;152;372.11;0.551
8340;Jan;Nowak;Gdansk;434;582.25;1,253
8341;Katarzyna;Kowalczyk;poznan;66;2087.52;0.163
8342;Marcin;Kamiński;katowice;188;2418.25;0.191
8343;Andrzej;Dąbrowski;lublin;34;3708.97;1.383
8344;Magdalena;Kozłowski;LODZ;78;3286.68;1,454
8345;Michał;Lewandowski;Poznań;17;3567,14;0.9
8346;Paweł;Mazur;LUBLIN;499;786.62;0.697
8347;Jan;Kowalski;Kraków ;416;3638.49;1.274
8348;Agnieszka;Kowalski;POZNAŃ;104;4149.65;0,501
8349;Tomasz;Nowak;POZNAŃ;330;629.75 zł;0.598
8350;  Agnieszka ;Zieliński;Katowic;117;562,62;1.13
8351;Maria;Szymański;gdansk;493;1986.85;0.404
8352;Agnieszka;Kowalczyk;WROCŁAW;103;1160.64;1,404
8353;Joanna;Kowalczyk;LUBLIN;490;4618.89;1.301
8354;Agnieszka;Woźniak;KATOWICE;459;4658.23;1.061
8355;Agnieszka;Kowalski;poznan;90;127,29;0.173
8356;Magdalena;Kamiński;gdansk;370;4941.37;1,472
8357;Piotr;Kamiński;poznan;279;3602.65;0.323
8358;Piotr;Szymański;krakow;374;2191.90;1.045
8359;Maria;Kwiatkowski;Katowice;262;731.80;1.454
8360;Michał;Mazur;Gdańsk;;4653,10;30%
8361;Ewa;Kamiński;katowice;427;2658.10;1.138
8362;Joanna;Dąbrowski;Gdańsk;116 szt;4656.23;1.086
8363;Anna;Kamiński;Katowic;389;2894.92;0.271
8364;Tomasz;Kwiatkowski; Warszawa;309;223.44;0,927
8365;Piotr;Wójcik;Gdansk;336;1407,56;0.956
8366;Andrzej;Kowalczyk;Łódź;320;3996.66;0.82
8367;Jan;Dąbrowski;LUBLIN;264;2683.52;0.525
8368;Katarzyna;Woźniak;Katowic;148;2691.72;1,499
8369;Ewa;Wiśniewski;LUBLIN;56;1383.66;0.192
8370;Michał;Lewandowski;Wroclaw;20;463,63;0.778
8371;Andrzej;Zieliński;Gdansk;241;2536.74;1.138
8372;Marcin;Kamiński;Wwa;-449;2153.98 zł;0,725
8373;Krzysztof;Kwiatkowski;warszawa;9;2571.59;0.374
8374;Piotr;Wiśniewski;Warszawa ;104;4153.23;0.607
8375;Anna;Mazur;LUBLIN;454;1498,93;0.371
8376;Magdalena;Wójcik;Katowic;358;4700.55;0,849
8377;Agnieszka;Dąbrowski;Warszawa;316;963.45;0.444
8378;Katarzyna;Wójcik; Warszawa;343;4431.62;1.128
8379;Ewa;Szymański;Poznań;333;1985.11;1.226
8380;Joanna;Kowalczyk;Katowice;191;490,56;0,841
8381;Magdalena;Kowalski;Warszwa;185;3099.58;0.83
8382;Magdalena;Nowak;Kraków ;115;226.37;1.298
8383;Piotr;Zieliński;Wrocław;328;793.61;1.128
8384;Andrzej;DĄBROWSKI;lublin;365;4204.29;0,841
8385;Michał;Kowalski;wroclaw;213;352,39;1.234.5
8386;Marcin;Woźniak;Wroclaw;163;1775.57;1.13
8387;Paweł;Mazur;Wrocław;349;3215.04;1.207
8388;Maria;Lewandowski;Warszawa;379;1922.34;1,203
8389;Anna;Kowalski;Gdańsk;69;4273.67;0.195
8390;Marcin;Kamiński;Wrocław;84;716,00;0.374
8391;Anna;Kamiński;Lodz;371;978.31;1.289
8392;Maria;Kowalczyk; Warszawa;419;827.80;0,972
8393;Barbara;Woźniak;Katowic;37;3334.07;0.846
8394;Joanna;Kwiatkowski;Katowic;275;1979.90;1.173
8395;anna;Nowak;Gdansk;117;126,38 zł;0.781
8396;Barbara;Kamiński;Lodz;63;1818.64;0,638
8397;Tomasz;Kozłowski;LUBLIN;129;74.27;0.299
8398;Magdalena;Lewandowski;wroclaw;376;4018.09;1.285
8399;Jan;Kowalczyk;LUBLIN;177 szt;1488.30;0.982
8400;;Wójcik  ;;220;3 447.31;
8401;Maria;Dąbrowski;Wroclaw;333;1008.32;0.157
8402;Marcin;Lewandowski;WROCŁAW;245;2962.27;0.103
8403;Tomasz;Dąbrowski;Wroclaw;428;734.17;0.851
8404;Jan;Woźniak;KRAKÓW;266;3648.23;0,333
8405;Ewa;Kamiński;Łodz;371;2505,87;1.079
8406;Katarzyna;Wójcik;warszawa;371;4082.87;0.35
8407;Piotr;Kowalczyk;Gdańsk;443;2489.85;1.17
8408;Michał;Szymański;Katowic;244;4913.33;1,474
8409;Paweł;Nowak;Wrocław;269;3686.34;1.148
8410;Maria;Zieliński;lublin;230;;0.325
8411;Andrzej;Mazur;krakow;382;4601.11;1.064
8412;Krzysztof;Kowalski;Łódź;427;731.58;0,209
8413;Tomasz;Nowak;Katowice;274;3484.61;1.47
8414;Agnieszka;Wiśniewski;poznan;325;2701.50;1.183
8415;Katarzyna;Lewandowski;Warszawa;240;4582,31;0.405
8416;Katarzyna;Woźniak;Wwa;6;1685.19;1,056
8417;Paweł;Dąbrowski;łódź;325;3597.11;1.262
8418;Barbara;Woźniak;Warszwa;421;18.47 zł;0.14
8419;Paweł;Kowalczyk;Lublin;125;705.12;1.172
8420;Paweł;Lewandowski;WROCŁAW;406;3484,69;0,598
8421;Barbara;Mazur;Krakow;152;3012.70;1.144
8422;Joanna;Mazur;Krakow;68;1334.71;0.451
8423;Paweł;Wójcik;LUBLIN;350;384.67;0.372
8424;Jan;Szymański;Lublin;361;438.04;0,408
8425;Anna;Kozłowski;WROCŁAW;60;244,23;0.952
8426;Krzysztof;Wójcik;Katowice;465;3029.69;0.504
8427;Joanna;Kwiatkowski;Gdańsk;360;1343.18;0.676
8428;Piotr;Lewandowski;Katowic;39;3552.45;1,161
8429;Anna;Dąbrowski;Warszawa;366;2308.63;0.759
8430;Andrzej;Lewandowski;Łodz;11;2565,42;0.587
8431;Katarzyna;Wiśniewski;POZNAŃ;132;3846.94;1.444
8432;Tomasz;Woźniak;lublin;76;2389.57;0,969
8433;Andrzej;Woźniak;poznan;299;2306.37;1.378
8434;Tomasz;Nowak;Gdansk;423;855.45;1.048
8435;Andrzej;Szymański;warszawa;439;1654,91;0.578
8436;Piotr;Zieliński;Wroclaw;424 szt;816.83;0,662
8437;Anna;Kowalski;Lubln;105;2995.05;1.26
8438;Michał;Kamiński;Wwa;339;2723.44;0.372
8439;Ewa;Kozłowski;poznan;16;4685.82;0.811
8440;Marcin;Zieliński;KATOWICE;110;1769,26;1,387
8441;Barbara;Kwiatkowski;Kraków;403;2424.21 zł;0.45
8442;Maria;Wójcik;Poznań;332;4669.36;0.417
8443;Agnieszka;Nowak;Łodz;262;3808.97;0.197
8444;Anna;Wójcik;LODZ;446;3721.10;0,895
8445;Maria;Kamiński;poznan;387;998,52;0.428
8446;Ewa;Wójcik;Poznan;41;3024.63;0.589
8447;Anna;Kamiński;Gdansk;238;2650.06;0.51
8448;Magdalena;DĄBROWSKI;Poznan;143;4536.26;124%
8449;Jan;Woźniak;Kraków;32;3935.21;0.263
8450;  Maria ;Mazur;krakow;abc;412,78;1.25
8451;Agnieszka;Lewandowski;krakow;289;4359.74;1.171
8452;Krzysztof;Kwiatkowski;Krakow ;312;3723.42;1,367
8453;Ewa;Nowak;katowice;428;565.41;0.754
8454;Agnieszka;Woźniak;Wrocław;186;4133.67;1.497
8455;Marcin;Dąbrowski;wroclaw;31;2679,09;0.509
8456;Ewa;Dąbrowski;Łódź;136;2792.16;1,106
8457;Magdalena;Wiśniewski;LUBLIN;424;279.82;1.393
8458;Katarzyna;Woźniak;KATOWICE;76;4223.29;1.241
8459;Joanna;Kowalski;GDAŃSK;306;3639.56;1.469
8460;Piotr;Wójcik;WROCŁAW;464;1 016.95;0,252
8461;Barbara;Wiśniewski;Poznan;173;1164.67;1.282
8462;Michał;Wiśniewski;Gdańsk;105;1594.10;1.359
8463;Piotr;Wiśniewski;Katowic;-242;725.18;0.858
8464;Magdalena;Kwiatkowski;POZNAŃ;107;284.97 zł;1,357
8465;Krzysztof;Kamiński;POZNAŃ;423;3580,86;0.36
8466;Katarzyna;Woźniak;Lubln;50;2328.59;1.314
8467;Krzysztof;Szymański;Kraków;321;115.20;0.828
8468;barbara;Kwiatkowski;Lodz;274;519.81;0,752
8469;Katarzyna;Mazur;Lublin;500;2373.24;1.488
8470;Barbara;Kamiński;LODZ;;3040,73;0.556
8471;Joanna;Wójcik;LUBLIN;50;2727.90;0.748
8472;Barbara;Kowalski;poznan;371;1924.23;0,195
8473;Paweł;Kamiński;POZNAŃ;164 szt;182.19;0.934
8474;Barbara;Zieliński;Wrocław;197;4575.53;1.225
8475;Michał;Wiśniewski;Łódź;316;2898,38;1.213
8476;Maria;Lewandowski;Krakow;485;1918.62;1,112
8477;Magdalena;Nowak;Gdansk;38;1791.22;1.488
8478;Katarzyna;Wiśniewski;Kraków ;32;2247.84;0.783
8479;Ewa;Zieliński;katowice;407;717.70;0.843
8480;Michał;Kamiński;Lublin;51;3257,09;0,201
8481;Katarzyna;Kamiński;Lubln;273;4398.28;1.242
8482;Joanna;Kamiński;Warszwa;479;3515.25;0.468
8483;Magdalena;Mazur;Gdansk;228;3460.99;1.464
8484;Krzysztof;Lewandowski;Warszwa;405;209.57;1,107
8485;Magdalena;Kwiatkowski;LUBLIN;34;644,91;0.489
8486;Jan;Wójcik;Warszawa ;74;1173.99;0.851
8487;Krzysztof;Nowak;Poznan;169;4858.86 zł;0.808
8488;Agnieszka;Kowalczyk;krakow;318;1764.70;0,266
8489;Anna;Woźniak;Poznan;142;1015.28;0.478
8490;Joanna;Wiśniewski;gdansk;90;2263,19;1.037
8491;Joanna;Lewandowski;Lubln;482;1644.43;0.829
8492;Katarzyna;Kowalczyk;katowice;201;2420.81;1,343
8493;Agnieszka;Lewandowski;poznan;249;1801.25;0.246
8494;Tomasz;Nowak;Kraków ;109;2547.63;0.53
8495;Maria;Wójcik;Lublin;252;2284,11;1.277
8496;Michał;Szymański;Lodz;349;4045.02;0,911
8497;Katarzyna;Dąbrowski;łódź;11;211.52;1.067
8498;Michał;Woźniak;WARSZAWA;366;4557.60;0.532
8499;Agnieszka;Kwiatkowski;LUBLIN;373;1724.86;1.497
8500;  Barbara ;Zieliński;Lodz;221;238,03;0,167
8501;Andrzej;Wójcik;Krakow ;114;3951.73;0.446
8502;Jan;Wójcik;Lubln;7;1865.13;0.537
8503;Krzysztof;Kamiński;Wroclaw;488;1086.85;0.454
8504;Joanna;Kozłowski;Łodz;289;1148.10;0,555
8505;Andrzej;Wiśniewski;Kraków ;425;115,33;
8506;Krzysztof;Kwiatkowski;Katowice;354;39.51;0.419
8507;Andrzej;Lewandowski;Gdańsk;186;1940.83;0.769
8508;Andrzej;Kowalski;Gdansk;291;3581.48;0,328
8509;Agnieszka;Kowalczyk;Warszawa ;46;3522.34;0.751
8510;Michał;Mazur;Katowic;272 szt;3050,93 zł;1.184
8511;Michał;Wiśniewski;Warszawa ;208;3794.37;0.721
8512;Anna;WIŚNIEWSKI;Wroclaw;151;4347.00;0,276
8513;Agnieszka;Zieliński;Lublin;294;4492.46;0.711
8514;Jan;Nowak;Krakow ;225;4476.51;0.926
8515;Joanna;Woźniak;Katowic;65;3800,95;0.461
8516;Katarzyna;Zieliński;poznan;91;356.53;1,209
8517;Magdalena;Zieliński;łódź;239;3774.35;1.301
8518;Michał;Dąbrowski;Katowice;326;4211.47;0.128
8519;Andrzej;Zieliński;Krakow ;130;4725.39;0.394
8520;;Wiśniewski; Warszawa;289;1 242.00;0,617
8521;Piotr;Wójcik;LUBLIN;268;1597.40;0.857
8522;Krzysztof;Zieliński;Gdańsk;349;3648.61;0.877
8523;Michał;Wiśniewski;Kraków;18;4776.93;1.341
8524;Paweł;Kowalski;Poznań;262;2957.14;0,698
8525;Krzysztof;Wójcik;wroclaw;21;3466,48;1.017
8526;Tomasz;Zieliński;Lodz;427;4930.80;0.559
8527;Maria;Zieliński;Wroclaw;232;545.78;0.952
8528;Michał;Kamiński; Warszawa;117;4471.39;0,938
8529;Michał;Szymański;Poznań;271;3392.86;0.897
8530;Andrzej;Wiśniewski;Kraków;477;3572,18;0.171
8531;Marcin;Kowalski;Warszawa ;175;3820.66;0.167
8532;Michał;Dąbrowski;Lubln;263;2477.57;0,288
8533;Krzysztof;Kowalski;poznan;25;4267.34 zł;0.31
8534;Michał;Woźniak;Wwa;224;1704.16;0.158
8535;Tomasz;Dąbrowski;Warszawa ;92;1711,27;1.386
8536;Maria;Mazur;Łodz;465;2375.55;113%
8537;Marcin;Kamiński;Kraków;410;3879.06;0.877
8538;Barbara;Kamiński;Katowice;167;195.09;1.013
8539;Maria;Woźniak;Wroclaw;5;2307.30;0.361
8540;Marcin;Kwiatkowski  ;Krakow ;375;1771,87;1,307
8541;marcin;Kowalski;LODZ;25;3763.56;0.81
8542;Anna;Dąbrowski;KATOWICE;242;1642.27;0.33
8543;Jan;Kozłowski;Łódź;389;393.63;0.266
8544;Magdalena;Mazur;Wroclaw;429;2877.48;0,659
8545;Krzysztof;Wiśniewski;WROCŁAW;355;2158,71;1.287
8546;Jan;Mazur;Kraków;8;1967.19;0.552
8546;Michał;Lewandowski;Kraków;263 szt;1824.91;0.197
8548;Piotr;Kozłowski;Warszawa ;419;3018.07;0,402
8549;Maria;Mazur;Wrocław;363;4870.18;0.779
8550;  Marcin ;Woźniak;Łódź;32;531,10;0.291
8551;Tomasz;Szymański;Poznań;424;4486.59;0.402
8552;Andrzej;Kowalczyk;Poznan;327;3781.45;0,671
8553;Paweł;Szymański;Gdansk;58;3200.79;0.716
8554;Tomasz;Woźniak;Lubln;-434;4393.49;0.529
8555;Marcin;Zieliński;Łódź;128;;0.736
8556;Anna;Zieliński;gdansk;383;886.01 zł;0,203
8557;Andrzej;Kozłowski;Gdańsk;192;2848.24;0.484
8558;Jan;Kwiatkowski;lublin;418;1001.37;0.319
8559;Katarzyna;Nowak;Lubln;327;4493.38;1.228
8560;Maria;Lewandowski;Warszwa;135;2120,79;1,053
8561;Katarzyna;Mazur;warszawa;481;2265.68;0.23
8562;Paweł;Dąbrowski;Lubln;97;1831.43;0.282
8563;Tomasz;Szymański;Łodz;13;4853.96;1.12
8564;Joanna;Kwiatkowski;Gdansk;264;4675.80;0,3
8565;Joanna;Kozłowski; Warszawa;372;4634,09;0.895
8566;Marcin;Szymański;KRAKÓW;191;194.17;0.605
8567;Barbara;Nowak;gdansk;431;142.55;0.259
8568;Anna;Kowalczyk;WROCŁAW;240;3497.71;0,835
8569;Piotr;Wójcik;Gdańsk;132;3940.37;0.885
8570;Michał;Zieliński;WROCŁAW;42;4388,08;0.896
8571;Paweł;Mazur;Gdansk;427;1174.38;0.466
8572;Jan;Nowak;krakow;156;3181.86;0,78
8573;Krzysztof;Zieliński;Krakow;210;3089.38;0.979
8574;Maria;Kwiatkowski;POZNAŃ;195;747.78;0.123
8575;Michał;Wójcik;Kraków ;437;229,12;0.711
8576;Tomasz;MAZUR;wroclaw;385;1891.63;1,346
8577;Tomasz;Kamiński;łódź;274;3728.84;0.559
8578;Michał;Dąbrowski;Lodz;477;3112.24;1.18
8579;Tomasz;Szymański;Gdańsk;494;3156.70 zł;0.737
8580;Marcin;Kozłowski;Wroclaw;abc;4 741.34;1,025
8581;Anna;Kozłowski;Katowic;108;4772.46;0.976
8582;Andrzej;Lewandowski;krakow;498;870.72;1.191
8583;Anna;Kamiński;LODZ;216;496.47;1.144
8584;Joanna;Kowalski;GDAŃSK;44 szt;4778.79;0,822
8585;Anna;Kowalski;Gdańsk;176;2878,40;0.539
8586;Joanna;Woźniak;Wwa;344;2419.43;0.875
8587;Paweł;Wiśniewski;Łódź;240;4806.51;0.911
8588;Barbara;Kwiatkowski;warszawa;423;2598.76;1,467
8589;Magdalena;Kowalski;Łodz;283;3705.12;1.446
8590;Joanna;Nowak;Poznan;179;3294,09;1.047
8591;Katarzyna;Mazur;Warszawa;337;1860.49;1.182
8592;Ewa;Zieliński;Lublin;252;1884.60;0,662
8593;Barbara;Dąbrowski;Lublin;158;4977.82;0.252
8594;Paweł;Kowalski;Krakow;37;3691.51;0.839
8595;Anna;Kwiatkowski;WARSZAWA;410;1833,61;1.489
8596;Agnieszka;Wójcik;wroclaw;257;3644.88;1,112
8597;Jan;Nowak;Lubln;415;3519.50;1.479
8598;Joanna;Szymański;Katowic;203;4921.05;0.965
8599;Paweł;Lewandowski;GDAŃSK;325;2521.79;0.955
8600;  Marcin ;Zieliński;;19;1150,03;1.234.5
8601;Tomasz;Kowalski;LODZ;449;3341.01;0.116
8602;Marcin;Wiśniewski;Kraków;405;1853.49 zł;1.298
8603;Marcin;Wójcik;Gdansk;237;755.78;0.989
8604;Piotr;Wiśniewski;Katowic;468;3200.24;0,853
8605;Anna;Szymański;Gdańsk;207;1080,89;0.193
8606;Agnieszka;Dąbrowski;Lublin;12;1811.51;1.495
8607;Jan;Wiśniewski;Wwa;85;702.16;1.139
8608;Krzysztof;Wójcik;Lodz;77;2729.53;0,851
8609;Krzysztof;Nowak;Poznan;46;2349.63;0.314
8610;Piotr;Wiśniewski;wroclaw;476;2197,58;
8611;Piotr;Mazur;warszawa;54;53.88;0.516
8612;Michał;Dąbrowski;Gdańsk;19;2318.19;0,841
8613;Jan;Szymański;Wwa;77;3617.75;1.035
8614;marcin;Wiśniewski;lublin;439;4151.56;0.286
8615;Michał;Dąbrowski;Poznań;155;962,47;0.155
8616;Piotr;Szymański;łódź;138;1616.97;0,621
8617;Anna;Nowak;Lubln;388;2153.70;0.485
8618;Piotr;Wójcik;Katowice;133;2250.60;0.834
8619;Anna;Kwiatkowski;KRAKÓW;291;1740.43;1.374
8620;Agnieszka;Kozłowski;Wroclaw;429;1214,59;0,354
8621;Katarzyna;Szymański;Katowice;44 szt;535.20;1.491
8622;Paweł;Kozłowski;Gdańsk;28;885.77;1.35
8623;Anna;Nowak;lublin;494;1117.12;0.353
8624;Paweł;Szymański;Lodz;416;530.55;81%
8625;Magdalena;Wójcik;łódź;111;3490,68 zł;0.95
8626;Paweł;Wiśniewski;gdansk;344;1522.73;1.195
8627;Joanna;Zieliński;WARSZAWA;106;3185.53;1.191
8628;Agnieszka;Kwiatkowski;Katowic;116;2471.83;0,343
8629;Ewa;Kowalczyk;POZNAŃ;364;2060.05;1.304
8630;Tomasz;Zieliński;Kraków;292;3995,06;0.692
8631;Agnieszka;Dąbrowski;Gdansk;450;200.72;0.527
8632;Michał;Zieliński;poznan;403;1072.68;1,169
8633;Tomasz;Nowak;warszawa;357;4130.34;0.398
8634;Paweł;Wójcik;łódź;296;3561.88;0.238
8635;Michał;Kowalczyk;Wrocław;244;1768,75;0.177
8636;Jan;Szymański;Katowice;64;671.64;0,999
8637;Anna;Kamiński;Łodz;468;814.55;1.284
8638;Agnieszka;Nowak;Łódź;394;2333.76;0.494
8639;Paweł;Zieliński;Łodz;410;297.82;0.131
8640;;KOWALCZYK;Gdańsk;341;1 566.36;1,194
8641;Katarzyna;Kozłowski;WROCŁAW;258;2979.34;0.21
8642;Krzysztof;Kamiński;krakow;498;3221.17;0.485
8643;Magdalena;Zieliński;Wwa;95;4648.69;0.423
8644;Anna;Nowak;Katowice;218;4483.17;0,996
8645;Agnieszka;Lewandowski;Kraków;-56;3301,73;0.638
8646;Jan;Wiśniewski;Lublin;350;3149.06;1.213
8647;Ewa;Dąbrowski;Wroclaw;70;634.67;1.422
8648;Tomasz;Woźniak;wroclaw;158;4456.31 zł;1,064
8649;Michał;Kamiński;warszawa;463;3648.29;0.734
8650;  Agnieszka ;Woźniak;Krakow ;249;3193,86;0.855
8651;Katarzyna;Wójcik;Wwa;330;128.99;0.898
8652;Ewa;Zieliński;Katowic;305;3074.60;0,227
8653;Katarzyna;Woźniak;WROCŁAW;458;2781.96;1.371
8654;Katarzyna;Kowalski;katowice;214;1131.70;0.193
8655;Andrzej;Kwiatkowski;KATOWICE;207;915,23;0.839
8656;Joanna;Kamiński;Wrocław;346;4632.49;0,219
8657;Paweł;Mazur;LODZ;464;4662.48;0.587
8658;Joanna;Wójcik;poznan;262 szt;0;1.115
8659;Krzysztof;Nowak;Kraków;434;3867.11;0.927
8660;Anna;Nowak;LUBLIN;298;2340,63;0,93
8661;Katarzyna;Nowak;Katowice;283;2757.28;1.304
8662;Paweł;Kamiński;lublin;313;3126.42;0.91
8663;Agnieszka;Szymański;WROCŁAW;382;4707.22;1.183
8664;Michał;Dąbrowski;łódź;444;2433.52;0,592
8665;Paweł;Lewandowski;poznan;250;4336,37;0.727
8666;Tomasz;Lewandowski;Warszawa;228;510.30;0.203
8667;Joanna;Szymański;poznan;411;582.43;1.038
8668;Krzysztof;Mazur;Katowic;394;2666.13;1,421
8669;Tomasz;Mazur;Wrocław;423;236.12;1.097
8670;Joanna;Zieliński;gdansk;457;3139,30;0.634
8671;Piotr;Mazur;Wroclaw;190;4433.60 zł;1.295
8672;Joanna;Wójcik;Poznań;298;4885.30;1,154
8673;Magdalena;Szymański;POZNAŃ;229;2145.00;0.293
8674;Ewa;Mazur;Katowice;37;4047.04;0.143
8675;Ewa;Mazur;katowice;163;3991,40;0.925
8676;Ewa;Mazur;Krakow;309;1010.31;1,106
8677;Jan;Dąbrowski;Wroclaw;255;4743.89;0.468
8678;Joanna;Wójcik;Wwa;302;1812.31;1.143
8679;Krzysztof;Kowalski;Kraków;435;637.95;0.608
8680;Katarzyna;Kamiński  ;Katowice;334;856,68;1,343
8681;Anna;Wiśniewski;łódź;300;4395.64;1.186
8682;Andrzej;Kamiński;LODZ;413;4173.50;0.438
8683;Joanna;Szymański;Poznan;452;4354.59;0.435
8684;Andrzej;Szymański;Lubln;381;224.22;0,976
8685;Paweł;Wiśniewski;Warszwa;5;2392,64;0.162
8686;Michał;Woźniak;gdansk;56;2576.98;0.42
8687;ewa;Dąbrowski;Wrocław;9;3428.15;0.492
8688;Barbara;Lewandowski;Kraków ;394;279.51;0,633
8689;Jan;Kamiński; Warszawa;63;3956.43;1.154
8690;Piotr;Lewandowski;warszawa;;3199,13;0.775
8691;Andrzej;Kowalczyk;POZNAŃ;50;2511.01;1.372
8692;Joanna;Mazur;LODZ;57;1925.39;0,956
8693;Piotr;Lewandowski;katowice;409;3460.82;0.463
8694;Marcin;Kowalski;katowice;364;3438.09 zł;1.494
8695;Katarzyna;Kozłowski;Katowice;270 szt;3381,88;0.48
8696;Andrzej;Zieliński;Warszwa;257;4700.98;1,098
8697;Magdalena;Kowalski;krakow;201;1612.70;0.207
8698;Piotr;Kwiatkowski;katowice;324;3622.85;0.848
8699;Paweł;Nowak;warszawa;466;3718.59;0.985
8700;  Jan ;Lewandowski;Katowic;187;;0,287
8701;Paweł;Kozłowski;WROCŁAW;436;1195.01;0.501
8702;Joanna;Woźniak;Katowice;7;812.18;0.31
8703;Agnieszka;Kwiatkowski;lublin;15;1511.60;0.454
8704;Anna;DĄBROWSKI;gdansk;264;1010.42;1,185
8705;Agnieszka;Lewandowski;wroclaw;425;3640,19;0.775
8706;Barbara;Nowak;Gdańsk;99;4676.22;1.359
8707;Piotr;Dąbrowski;WARSZAWA;185;2931.55;1.127
8708;Piotr;Kwiatkowski;Krakow ;414;3080.18;1,117
8709;Michał;Lewandowski;gdansk;389;819.56;0.587
8710;Agnieszka;Wójcik;Poznań;abc;4750,34;0.228
8711;Joanna;Wiśniewski;Wroclaw;394;636.44;0.629
8712;Anna;Zieliński;Katowice;21;1193.49;20%
8713;Barbara;Kwiatkowski;poznan;243;1717.61;0.696
8714;Maria;Kowalski;Warszawa;237;2818.19;0.313
8715;Ewa;Lewandowski;poznan;276;324,13;
8716;Marcin;Nowak;katowice;30;3406.91;1,276
8717;Maria;Woźniak;Lodz;5;2021.37 zł;1.098
8718;Ewa;Kwiatkowski; Warszawa;392;4092.74;0.549
8719;Magdalena;Kowalczyk;Katowice;213;1664.12;1.331
8720;Katarzyna;Kowalski;lublin;484;1693,34;1,374
8721;Katarzyna;Mazur;Warszwa;261;2102.71;0.324
8722;Jan;Kowalczyk;poznan;278;3304.96;0.668
8723;Jan;Kozłowski; Warszawa;238;2541.28;0.292
8724;Paweł;Kowalczyk;lublin;224;3206.00;1,446
8725;Piotr;Kozłowski;Warszawa;459;2746,48;0.769
8726;Krzysztof;Wiśniewski;Kraków;138;3612.61;0.268
8727;Barbara;Zieliński;KRAKÓW;167;2866.01;0.217
8728;Magdalena;Woźniak;KRAKÓW;184;4378.42;0,268
8729;Jan;Szymański;katowice;161;2490.18;0.971
8730;Paweł;Wójcik;Lodz;372;1550,12;1.385
8731;Joanna;Dąbrowski;Poznań;398;2742.68;0.83
8732;Tomasz;Wiśniewski;Katowice;401 szt;1488.03;0,23
8733;Barbara;Lewandowski;Wrocław;198;4709.58;0.944
8734;Piotr;Dąbrowski;Gdańsk;222;1655.90;0.868
8735;Krzysztof;Szymański;GDAŃSK;171;2240,54;1.105
8736;Paweł;Lewandowski;LODZ;-139;4981.03;0,493
8737;Magdalena;Nowak;LODZ;363;4619.98;0.602
8738;Tomasz;Woźniak;warszawa;99;4264.59;0.735
8739;Barbara;Mazur;krakow;116;2021.69;0.427
8740;Paweł;Zieliński;Katowic;284;2128,16 zł;0,368
8741;Maria;Wiśniewski;Krakow ;72;2524.59;1.289
8742;Paweł;Lewandowski;Łodz;181;1426.02;0.504
8743;Katarzyna;Kwiatkowski;Lublin;353;1323.95;0.196
8744;Paweł;Dąbrowski;WARSZAWA;13;3107.76;0,753
8745;Paweł;Kwiatkowski;Kraków;17;1362,28;0.244
8746;Katarzyna;Wójcik;Wwa;145;4320.41;0.708
8747;Magdalena;Mazur;Krakow;174;4855.37;1.026
8748;Barbara;Kamiński;Kraków ;396;965.07;1,157
8749;Andrzej;Wójcik;Łódź;317;1706.77;0.341
8750;  Krzysztof ;Lewandowski;Katowice;25;4062,00;0.171
8751;Marcin;Kowalski;Lublin;47;818.57;0.458
8752;Agnieszka;Wójcik;gdansk;393;2575.45;0,351
8753;Joanna;Kamiński;LUBLIN;294;488.73;0.304
8754;Magdalena;Woźniak;Lodz;170;3082.59;0.632
8755;Barbara;Kowalczyk;Poznan;176;2005,89;0.113
8756;Agnieszka;Woźniak;Łodz;173;2428.29;0,191
8757;Magdalena;Dąbrowski;Warszawa ;174;3699.28;0.788
8758;Ewa;Nowak;Katowice;5;3557.38;0.6
8759;Jan;Kozłowski;łódź;62;2192.10;1.495
8760;;Dąbrowski;poznan;17;4 102.89;0,134
8761;Andrzej;Kowalczyk;poznan;373;734.26;0.908
8762;Agnieszka;Wójcik;Gdansk;206;2322.08;0.326
8763;Krzysztof;Lewandowski;Gdansk;480;2345.18 zł;1.129
8764;Agnieszka;Nowak;Warszwa;34;2037.77;1,137
8765;Andrzej;Wiśniewski;Kraków;52;2337,77;0.157
8766;Agnieszka;Mazur;łódź;333;3150.09;0.787
8767;Magdalena;Szymański;Gdańsk;240;288.62;1.097
8768;Marcin;ZIELIŃSKI;Lublin;138;1295.24;0,96
8769;Ewa;Kozłowski;Łodz;470 szt;4437.11;0.953
8770;Barbara;Szymański;Łodz;189;3446,96;0.108
8771;Barbara;Zieliński;Katowice;223;1573.42;0.423
8772;Tomasz;Szymański;WARSZAWA;486;4235.82;0,677
8773;Jan;Lewandowski;Warszwa;412;61.09;1.079
8774;Barbara;Wiśniewski;Wwa;493;2852.54;0.46
8775;Krzysztof;Lewandowski;Łodz;241;1294,19;0.889
