nr_zamowienia;data_zamowienia;klient;miasto;wojewodztwo;kategoria;produkt;ilosc;cena_jedn;rabat_proc;wartosc;status
ZAM/2024/07878;2024-11-02;Ewa Krawczyk;Szczecin;zachodniopomorskie;Spożywcze;Kawa ziarnista;42;1597,90;20;53689,44;W trakcie
ZAM/2024/07879;2024-10-23;Katarzyna Kamiński;Warszawa;mazowieckie;Odzież;Sukienka;25;1447,06;20;28941,20;Zrealizowane
ZAM/2024/07880;2024-03-24;Joanna Dąbrowski;Wrocław;dolnośląskie;AGD;Lodówka XL;46;1511,63;15;59104,73;Zwrot
ZAM/2024/07881;2024-05-23;Robert Dąbrowski;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Oliwa z oliwek;3;4797,99;10;12954,57;Anulowane
ZAM/2024/07882;2024-07-23;Magdalena Dąbrowski;Kraków;małopolskie;Odzież;Kurtka zimowa;11;395,25;0;4347,75;Anulowane
ZAM/2024/07883;2024-09-11;Krzysztof Mazur;Bydgoszcz;kujawsko-pomorskie;Odzież;Sweter;15;4177,41;10;56395,03;Zwrot
ZAM/2024/07884;2024-11-05;Maria Pawłowski;Rzeszów;podkarpackie;Książki;Biografia;31;26,74;0;828,94;Anulowane
ZAM/2024/07885;2024-07-26;Paweł Nowicki;Katowice;śląskie;Elektronika;Monitor 27;44;3172,21;10;125619,52;W trakcie
ZAM/2024/07886;2024-02-29;Agnieszka Grabowski;Kraków;małopolskie;Ogród;Parasol;50;249,93;0;12496,50;Zrealizowane
ZAM/2024/07887;2025-02-26;Anna Wiśniewski;Lublin;lubelskie;Elektronika;Słuchawki BT;3;3984,63;10;10758,50;W trakcie
ZAM/2024/07888;2024-03-13;Jan Kamiński;Rzeszów;podkarpackie;AGD;Czajnik;32;1628,95;10;46913,76;Anulowane
ZAM/2024/07889;2025-01-10;Monika Kozłowski;Kraków;małopolskie;Odzież;Koszula bawełna;44;1759,83;10;69689,27;Anulowane
ZAM/2024/07890;2024-11-23;Marcin Kowalczyk;Warszawa;mazowieckie;Elektronika;Smartfon X;4;720,61;15;2450,07;Anulowane
ZAM/2024/07891;2024-08-06;Joanna Pawłowski;Katowice;śląskie;Ogród;Wąż ogrodowy;17;1332,26;15;19251,16;W trakcie
ZAM/2024/07892;2025-02-13;Piotr Kowalczyk;Katowice;śląskie;Odzież;Kurtka zimowa;9;4076,39;15;31184,38;Zwrot
ZAM/2024/07893;2024-04-24;Ewa Kamiński;Warszawa;mazowieckie;Spożywcze;Czekolada;10;711,32;0;7113,20;Zrealizowane
ZAM/2024/07894;2025-02-12;Joanna Szymański;Katowice;śląskie;Odzież;Sukienka;11;2182,34;20;19204,59;Zwrot
ZAM/2024/07895;2025-04-21;Andrzej Michalski;Lublin;lubelskie;Elektronika;Laptop Pro;2;4813,80;10;8664,84;Zrealizowane
ZAM/2024/07896;2025-05-17;Joanna Kozłowski;Poznań;wielkopolskie;Meble;Komoda;29;3834,80;20;88967,36;Zrealizowane
ZAM/2024/07897;2024-11-05;Andrzej Pawłowski;Szczecin;zachodniopomorskie;Spożywcze;Czekolada;8;608,38;0;4867,04;W trakcie
ZAM/2024/07898;2024-11-18;Agnieszka Nowicki;Łódź;łódzkie;Ogród;Kosiarka;31;1125,92;0;34903,52;Zwrot
ZAM/2024/07899;2024-10-10;Paweł Kozłowski;Szczecin;zachodniopomorskie;Spożywcze;Herbata zielona;21;330,24;5;6588,29;Zwrot
ZAM/2024/07900;2024-08-30;Tomasz Woźniak;Łódź;łódzkie;Książki;Atlas świata;1;1990,51;15;1691,93;Zwrot
ZAM/2024/07901;2024-09-23;Michał Kozłowski;Katowice;śląskie;Spożywcze;Oliwa z oliwek;17;2208,26;5;35663,40;Zwrot
ZAM/2024/07902;2024-06-08;Barbara Pawłowski;Lublin;lubelskie;Książki;Powieść kryminał;17;2403,92;0;40866,64;Zrealizowane
ZAM/2024/07903;2024-07-14;Michał Grabowski;Kraków;małopolskie;Meble;Komoda;15;2895,43;10;39088,31;Anulowane
ZAM/2024/07904;2025-05-09;Magdalena Szymański;Szczecin;zachodniopomorskie;Meble;Fotel biurowy;29;528,72;0;15332,88;W trakcie
ZAM/2024/07905;2024-02-11;Łukasz Krawczyk;Łódź;łódzkie;Książki;Poradnik kuchnia;50;3647,08;0;182354,00;Anulowane
ZAM/2024/07906;2024-03-13;Maria Wiśniewski;Białystok;podlaskie;Spożywcze;Kawa ziarnista;17;834,07;15;12052,31;W trakcie
ZAM/2024/07907;2025-06-15;Robert Kowalski;Warszawa;mazowieckie;Zabawki;Lalka;8;1414,16;20;9050,62;W trakcie
ZAM/2024/07908;2025-04-25;Ewa Dąbrowski;Warszawa;mazowieckie;AGD;Mikrofalówka;20;2692,37;0;53847,40;Zrealizowane
ZAM/2024/07909;2025-01-09;Marcin Nowicki;Kraków;małopolskie;Spożywcze;Miód;27;4433,78;5;113726,46;Zwrot
ZAM/2024/07910;2025-03-15;Andrzej Krawczyk;Wrocław;dolnośląskie;Zabawki;Gra planszowa;48;2362,22;0;113386,56;W trakcie
ZAM/2024/07911;2025-06-17;Tomasz Michalski;Wrocław;dolnośląskie;Spożywcze;Oliwa z oliwek;39;1973,43;0;76963,77;Anulowane
ZAM/2024/07912;2024-11-01;Piotr Zieliński;Lublin;lubelskie;Ogród;Kosiarka;29;2160,08;10;56378,09;Anulowane
ZAM/2024/07913;2025-01-16;Monika Dąbrowski;Łódź;łódzkie;Odzież;Koszula bawełna;3;3935,51;15;10035,55;Anulowane
ZAM/2024/07914;2024-12-09;Barbara Lewandowski;Bydgoszcz;kujawsko-pomorskie;Odzież;Sukienka;41;1869,44;0;76647,04;Zrealizowane
ZAM/2024/07915;2025-01-09;Tomasz Szymański;Kraków;małopolskie;Odzież;Koszula bawełna;35;3052,53;5;101496,62;Zwrot
ZAM/2024/07916;2024-08-17;Aleksandra Kwiatkowski;Warszawa;mazowieckie;Meble;Stół dębowy;23;368,92;20;6788,13;W trakcie
ZAM/2024/07917;2024-05-16;Monika Kwiatkowski;Gdańsk;pomorskie;Ogród;Kosiarka;36;3159,23;5;108045,67;W trakcie
ZAM/2024/07918;2024-04-12;Barbara Lewandowski;Warszawa;mazowieckie;Zabawki;Samochód RC;39;2520,20;10;88459,02;Anulowane
ZAM/2024/07919;2024-11-28;Maria Kowalczyk;Wrocław;dolnośląskie;Ogród;Wąż ogrodowy;44;2456,50;20;86468,80;W trakcie
ZAM/2024/07920;2024-12-21;Monika Woźniak;Warszawa;mazowieckie;Meble;Stół dębowy;13;4539,35;20;47209,24;Zwrot
ZAM/2024/07921;2025-01-21;Łukasz Pawłowski;Białystok;podlaskie;Ogród;Kosiarka;44;3041,04;0;133805,76;Anulowane
ZAM/2024/07922;2025-01-26;Anna Kamiński;Wrocław;dolnośląskie;Spożywcze;Oliwa z oliwek;6;508,65;0;3051,90;Zwrot
ZAM/2024/07923;2025-06-07;Katarzyna Wójcik;Gdańsk;pomorskie;Zabawki;Lalka;1;3720,82;20;2976,66;Zwrot
ZAM/2024/07924;2024-05-01;Michał Kozłowski;Lublin;lubelskie;Zabawki;Lalka;27;3022,59;0;81609,93;W trakcie
ZAM/2024/07925;2024-11-25;Maria Kozłowski;Katowice;śląskie;Odzież;Sweter;48;4995,89;0;239802,72;Anulowane
ZAM/2024/07926;2024-06-06;Jan Piotrowski;Szczecin;zachodniopomorskie;AGD;Pralka Eko;36;3097,39;5;105930,74;W trakcie
ZAM/2024/07927;2024-02-17;Robert Woźniak;Kraków;małopolskie;Zabawki;Lalka;29;3326,86;5;91654,99;Zwrot
ZAM/2024/07928;2024-01-11;Agnieszka Mazur;Gdańsk;pomorskie;Książki;Powieść kryminał;27;1358,83;5;34853,99;Zrealizowane
ZAM/2024/07929;2025-02-23;Monika Dąbrowski;Katowice;śląskie;Ogród;Donica ceramiczna;48;1823,08;5;83132,45;Zrealizowane
ZAM/2024/07930;2025-01-14;Łukasz Pawłowski;Katowice;śląskie;Elektronika;Słuchawki BT;33;1174,94;10;34895,72;W trakcie
ZAM/2024/07931;2025-01-02;Łukasz Pawłowski;Warszawa;mazowieckie;AGD;Lodówka XL;36;2344,74;20;67528,51;W trakcie
ZAM/2024/07932;2024-04-20;Katarzyna Piotrowski;Katowice;śląskie;Odzież;Sweter;41;3828,26;5;149110,73;W trakcie
ZAM/2024/07933;2025-05-29;Joanna Nowicki;Gdańsk;pomorskie;AGD;Lodówka XL;5;3974,63;0;19873,15;Anulowane
ZAM/2024/07934;2024-05-27;Krzysztof Michalski;Szczecin;zachodniopomorskie;Książki;Atlas świata;14;3190,59;10;40201,43;Zrealizowane
ZAM/2024/07935;2024-02-03;Anna Wiśniewski;Kraków;małopolskie;Spożywcze;Czekolada;19;549,20;0;10434,80;Anulowane
ZAM/2024/07936;2025-05-27;Magdalena Grabowski;Lublin;lubelskie;Meble;Stół dębowy;44;844,81;10;33454,48;W trakcie
ZAM/2024/07937;2024-10-15;Magdalena Piotrowski;Lublin;lubelskie;AGD;Mikrofalówka;33;2345,94;5;73545,22;W trakcie
ZAM/2024/07938;2025-02-14;Maria Wiśniewski;Łódź;łódzkie;Elektronika;Monitor 27;19;3107,07;10;53130,90;Zwrot
ZAM/2024/07939;2025-01-14;Krzysztof Zieliński;Białystok;podlaskie;Ogród;Kosiarka;24;1560,65;0;37455,60;Zwrot
ZAM/2024/07940;2024-07-03;Agnieszka Woźniak;Białystok;podlaskie;Odzież;Sweter;50;3572,96;0;178648,00;W trakcie
ZAM/2024/07941;2024-07-11;Piotr Kozłowski;Wrocław;dolnośląskie;Meble;Regał;12;2702,56;0;32430,72;Anulowane
ZAM/2024/07942;2024-04-25;Łukasz Kowalski;Kraków;małopolskie;Książki;Powieść kryminał;8;2086,09;20;13350,98;Anulowane
ZAM/2024/07943;2025-03-20;Łukasz Wiśniewski;Lublin;lubelskie;Odzież;Buty sportowe;3;4656,49;15;11874,05;W trakcie
ZAM/2024/07944;2025-03-20;Maria Kowalski;Białystok;podlaskie;Książki;Poradnik kuchnia;6;1816,47;0;10898,82;W trakcie
ZAM/2024/07945;2024-06-12;Michał Piotrowski;Katowice;śląskie;Odzież;Kurtka zimowa;9;2818,26;20;20291,47;Zrealizowane
ZAM/2024/07946;2024-12-22;Monika Nowicki;Białystok;podlaskie;Ogród;Wąż ogrodowy;15;4264,75;0;63971,25;Zwrot
ZAM/2024/07947;2024-08-13;Michał Szymański;Kraków;małopolskie;Książki;Powieść kryminał;27;1185,36;10;28804,25;Anulowane
ZAM/2024/07948;2024-11-08;Tomasz Kowalski;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Czekolada;5;3974,16;20;15896,64;Zrealizowane
ZAM/2024/07949;2024-02-28;Krzysztof Woźniak;Gdańsk;pomorskie;Książki;Powieść kryminał;39;1920,01;0;74880,39;Anulowane
ZAM/2024/07950;2025-05-03;Barbara Mazur;Lublin;lubelskie;Meble;Fotel biurowy;28;1148,54;20;25727,30;W trakcie
ZAM/2024/07951;2024-12-08;Andrzej Dąbrowski;Bydgoszcz;kujawsko-pomorskie;Książki;Album sztuki;43;917,72;0;39461,96;Zrealizowane
ZAM/2024/07952;2024-06-14;Krzysztof Zieliński;Lublin;lubelskie;AGD;Odkurzacz Robot;44;4333,25;10;171596,70;Anulowane
ZAM/2024/07953;2025-03-04;Łukasz Kozłowski;Lublin;lubelskie;AGD;Pralka Eko;45;670,30;0;30163,50;Zwrot
ZAM/2024/07954;2024-11-07;Jan Wiśniewski;Warszawa;mazowieckie;Ogród;Wąż ogrodowy;9;4334,22;0;39007,98;Anulowane
ZAM/2024/07955;2024-07-27;Andrzej Wójcik;Bydgoszcz;kujawsko-pomorskie;Odzież;Sweter;3;3940,50;5;11230,42;Anulowane
ZAM/2024/07956;2024-11-03;Michał Kozłowski;Łódź;łódzkie;Ogród;Grill gazowy;34;2692,96;20;73248,51;Zwrot
ZAM/2024/07957;2024-03-01;Anna Nowicki;Łódź;łódzkie;Ogród;Grill gazowy;49;4652,59;0;227976,91;W trakcie
ZAM/2024/07958;2024-12-19;Barbara Pawłowski;Białystok;podlaskie;Książki;Atlas świata;37;4630,98;10;154211,63;W trakcie
ZAM/2024/07959;2024-06-06;Krzysztof Woźniak;Warszawa;mazowieckie;Zabawki;Lalka;40;607,10;15;20641,40;W trakcie
ZAM/2024/07960;2024-10-10;Agnieszka Michalski;Poznań;wielkopolskie;Odzież;Sukienka;24;3210,45;5;73198,26;Anulowane
ZAM/2024/07961;2025-01-05;Anna Piotrowski;Rzeszów;podkarpackie;Elektronika;Słuchawki BT;43;1492,40;0;64173,20;Zrealizowane
ZAM/2024/07962;2024-01-07;Anna Szymański;Kraków;małopolskie;Meble;Komoda;32;3432,59;15;93366,45;Zwrot
ZAM/2024/07963;2024-09-03;Tomasz Michalski;Lublin;lubelskie;Elektronika;Smartfon X;16;1548,00;10;22291,20;Zrealizowane
ZAM/2024/07964;2025-03-08;Aleksandra Zieliński;Wrocław;dolnośląskie;Ogród;Donica ceramiczna;35;1770,02;10;55755,63;W trakcie
ZAM/2024/07965;2024-08-20;Andrzej Dąbrowski;Poznań;wielkopolskie;Spożywcze;Czekolada;39;707,35;15;23448,65;Anulowane
ZAM/2024/07966;2025-04-01;Michał Kowalczyk;Łódź;łódzkie;AGD;Lodówka XL;36;3277,26;10;106183,22;Zwrot
ZAM/2024/07967;2025-02-26;Anna Wiśniewski;Rzeszów;podkarpackie;Ogród;Donica ceramiczna;22;2420,63;5;50591,17;Anulowane
ZAM/2024/07968;2024-07-26;Barbara Nowicki;Białystok;podlaskie;Odzież;Koszula bawełna;8;4985,74;20;31908,74;Anulowane
ZAM/2024/07969;2024-03-24;Magdalena Mazur;Białystok;podlaskie;Ogród;Donica ceramiczna;33;2781,70;15;78026,68;W trakcie
ZAM/2024/07970;2024-08-14;Paweł Nowak;Białystok;podlaskie;Meble;Stół dębowy;29;1203,97;20;27932,10;W trakcie
ZAM/2024/07971;2024-08-04;Joanna Piotrowski;Łódź;łódzkie;Spożywcze;Oliwa z oliwek;48;1439,38;20;55272,19;Anulowane
ZAM/2024/07972;2024-08-09;Michał Kwiatkowski;Białystok;podlaskie;Odzież;Sweter;7;3687,00;5;24518,55;W trakcie
ZAM/2024/07973;2024-08-17;Michał Lewandowski;Wrocław;dolnośląskie;Zabawki;Klocki XXL;9;1015,83;0;9142,47;Zrealizowane
ZAM/2024/07974;2024-09-11;Paweł Wójcik;Kraków;małopolskie;Odzież;Sweter;28;2677,96;0;74982,88;Zrealizowane
ZAM/2024/07975;2024-12-16;Michał Krawczyk;Białystok;podlaskie;AGD;Odkurzacz Robot;27;1286,46;0;34734,42;Zrealizowane
ZAM/2024/07976;2024-01-26;Ewa Kowalczyk;Bydgoszcz;kujawsko-pomorskie;Odzież;Sweter;47;3483,09;5;155519,97;Anulowane
ZAM/2024/07977;2024-10-12;Joanna Kowalski;Lublin;lubelskie;Spożywcze;Kawa ziarnista;29;3522,08;0;102140,32;Zrealizowane
ZAM/2024/07978;2025-04-03;Tomasz Kamiński;Gdańsk;pomorskie;Spożywcze;Oliwa z oliwek;15;1826,32;20;21915,84;Anulowane
ZAM/2024/07979;2024-10-10;Łukasz Pawłowski;Lublin;lubelskie;Meble;Fotel biurowy;48;3135,11;0;150485,28;W trakcie
ZAM/2024/07980;2024-06-21;Krzysztof Kwiatkowski;Katowice;śląskie;Elektronika;Smartfon X;15;3548,95;0;53234,25;Zrealizowane
ZAM/2024/07981;2025-05-18;Tomasz Kwiatkowski;Łódź;łódzkie;Elektronika;Tablet Mini;4;4905,01;0;19620,04;Zrealizowane
ZAM/2024/07982;2024-02-26;Piotr Wiśniewski;Białystok;podlaskie;Meble;Fotel biurowy;45;4202,02;5;179636,36;Zwrot
ZAM/2024/07983;2025-06-09;Paweł Michalski;Rzeszów;podkarpackie;Meble;Regał;40;507,90;10;18284,40;Zwrot
ZAM/2024/07984;2024-09-22;Piotr Wójcik;Gdańsk;pomorskie;Ogród;Grill gazowy;23;1393,73;0;32055,79;Zrealizowane
ZAM/2024/07985;2024-01-14;Joanna Dąbrowski;Łódź;łódzkie;Meble;Stół dębowy;9;3141,90;20;22621,68;Zwrot
ZAM/2024/07986;2025-05-04;Tomasz Kowalczyk;Białystok;podlaskie;Zabawki;Lalka;3;2803,03;0;8409,09;Zwrot
ZAM/2024/07987;2025-02-16;Agnieszka Wójcik;Łódź;łódzkie;Zabawki;Klocki XXL;48;2381,12;0;114293,76;W trakcie
ZAM/2024/07988;2025-05-13;Tomasz Pawłowski;Gdańsk;pomorskie;Meble;Regał;38;3138,70;20;95416,48;Zrealizowane
ZAM/2024/07989;2025-02-18;Jan Nowicki;Kraków;małopolskie;Książki;Atlas świata;19;1950,22;15;31496,05;W trakcie
ZAM/2024/07990;2024-06-04;Monika Zieliński;Szczecin;zachodniopomorskie;Książki;Poradnik kuchnia;24;1490,61;20;28619,71;Anulowane
ZAM/2024/07991;2024-12-09;Joanna Nowicki;Szczecin;zachodniopomorskie;Ogród;Parasol;3;4543,93;15;11587,02;W trakcie
ZAM/2024/07992;2024-01-25;Marcin Krawczyk;Białystok;podlaskie;Książki;Poradnik kuchnia;18;88,72;0;1596,96;Zrealizowane
ZAM/2024/07993;2025-06-05;Michał Kamiński;Szczecin;zachodniopomorskie;Ogród;Parasol;23;476,67;0;10963,41;W trakcie
ZAM/2024/07994;2025-05-21;Joanna Pawłowski;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Czekolada;13;3728,13;15;41195,84;Zrealizowane
ZAM/2024/07995;2025-02-18;Katarzyna Michalski;Lublin;lubelskie;Ogród;Parasol;44;4768,06;0;209794,64;W trakcie
ZAM/2024/07996;2024-10-27;Barbara Kowalczyk;Lublin;lubelskie;Książki;Poradnik kuchnia;44;391,45;0;17223,80;Anulowane
ZAM/2024/07997;2024-12-28;Joanna Piotrowski;Lublin;lubelskie;Meble;Regał;17;1814,39;20;24675,70;W trakcie
ZAM/2024/07998;2025-04-17;Agnieszka Kowalczyk;Białystok;podlaskie;Spożywcze;Kawa ziarnista;48;775,93;5;35382,41;Zwrot
ZAM/2024/07999;2024-11-12;Agnieszka Wójcik;Białystok;podlaskie;Książki;Album sztuki;42;2287,85;0;96089,70;W trakcie
ZAM/2024/08000;2024-06-24;Magdalena Wiśniewski;Wrocław;dolnośląskie;Meble;Szafa 3D;22;1603,11;20;28214,74;Zrealizowane
ZAM/2024/08001;2024-10-05;Monika Kozłowski;Białystok;podlaskie;Odzież;Sweter;13;2772,14;20;28830,26;Zrealizowane
ZAM/2024/08002;2025-04-06;Marcin Zieliński;Rzeszów;podkarpackie;Spożywcze;Oliwa z oliwek;8;642,68;20;4113,15;Zrealizowane
ZAM/2024/08003;2024-03-14;Robert Grabowski;Wrocław;dolnośląskie;Spożywcze;Miód;42;4795,50;0;201411,00;W trakcie
ZAM/2024/08004;2024-01-05;Anna Dąbrowski;Szczecin;zachodniopomorskie;Ogród;Wąż ogrodowy;8;4408,04;5;33501,10;Anulowane
ZAM/2024/08005;2025-01-16;Katarzyna Grabowski;Kraków;małopolskie;Ogród;Parasol;45;2823,19;5;120691,37;Zrealizowane
ZAM/2024/08006;2024-04-04;Paweł Krawczyk;Białystok;podlaskie;AGD;Czajnik;5;2236,09;10;10062,41;W trakcie
ZAM/2024/08007;2024-12-25;Krzysztof Wójcik;Warszawa;mazowieckie;Spożywcze;Czekolada;7;3906,50;5;25978,22;W trakcie
ZAM/2024/08008;2024-04-19;Monika Kwiatkowski;Białystok;podlaskie;Książki;Album sztuki;15;4832,17;15;61610,17;Zwrot
ZAM/2024/08009;2025-01-18;Agnieszka Nowicki;Kraków;małopolskie;Odzież;Kurtka zimowa;25;4991,77;5;118554,54;Zwrot
ZAM/2024/08010;2025-05-31;Robert Lewandowski;Poznań;wielkopolskie;AGD;Odkurzacz Robot;13;3890,82;10;45522,59;Anulowane
ZAM/2024/08011;2024-08-05;Tomasz Woźniak;Kraków;małopolskie;Odzież;Koszula bawełna;45;4746,46;15;181552,10;Anulowane
ZAM/2024/08012;2024-11-08;Monika Michalski;Kraków;małopolskie;Meble;Regał;1;1226,05;10;1103,44;Anulowane
ZAM/2024/08013;2024-09-03;Katarzyna Szymański;Wrocław;dolnośląskie;Spożywcze;Oliwa z oliwek;20;1799,95;15;30599,15;W trakcie
ZAM/2024/08014;2025-06-05;Maria Pawłowski;Białystok;podlaskie;Książki;Biografia;5;3839,93;10;17279,68;Anulowane
ZAM/2024/08015;2024-04-06;Michał Kamiński;Poznań;wielkopolskie;AGD;Odkurzacz Robot;24;32,12;10;693,79;Zwrot
ZAM/2024/08016;2024-09-15;Katarzyna Szymański;Gdańsk;pomorskie;Zabawki;Lalka;14;4341,70;0;60783,80;Zrealizowane
ZAM/2024/08017;2024-09-18;Katarzyna Kowalczyk;Kraków;małopolskie;Odzież;Kurtka zimowa;45;1459,95;0;65697,75;W trakcie
ZAM/2024/08018;2024-07-25;Piotr Mazur;Poznań;wielkopolskie;Elektronika;Słuchawki BT;17;2843,68;5;45925,43;Zrealizowane
ZAM/2024/08019;2024-01-10;Łukasz Dąbrowski;Katowice;śląskie;Odzież;Sukienka;7;332,96;0;2330,72;Zrealizowane
ZAM/2024/08020;2025-05-21;Joanna Dąbrowski;Kraków;małopolskie;Meble;Fotel biurowy;15;3273,19;0;49097,85;Anulowane
ZAM/2024/08021;2024-10-04;Krzysztof Szymański;Poznań;wielkopolskie;Odzież;Buty sportowe;26;2702,95;10;63249,03;W trakcie
ZAM/2024/08022;2025-04-13;Agnieszka Dąbrowski;Wrocław;dolnośląskie;Meble;Fotel biurowy;1;1397,76;5;1327,87;Anulowane
ZAM/2024/08023;2025-01-21;Jan Pawłowski;Gdańsk;pomorskie;Spożywcze;Oliwa z oliwek;2;2738,74;10;4929,73;Zrealizowane
ZAM/2024/08024;2024-01-14;Ewa Kowalski;Rzeszów;podkarpackie;Elektronika;Laptop Pro;34;4392,47;10;134409,58;Anulowane
ZAM/2024/08025;2025-02-13;Paweł Lewandowski;Poznań;wielkopolskie;Zabawki;Samochód RC;24;4289,15;0;102939,60;Zwrot
ZAM/2024/08026;2025-03-08;Łukasz Kowalski;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Miód;31;4623,14;0;143317,34;Anulowane
ZAM/2024/08027;2024-01-10;Krzysztof Krawczyk;Łódź;łódzkie;AGD;Lodówka XL;36;3556,45;0;128032,20;W trakcie
ZAM/2024/08028;2025-05-03;Paweł Szymański;Poznań;wielkopolskie;Spożywcze;Oliwa z oliwek;1;1390,00;0;1390,00;Zrealizowane
ZAM/2024/08029;2025-02-24;Anna Zieliński;Katowice;śląskie;Zabawki;Gra planszowa;21;3485,50;5;69535,72;W trakcie
ZAM/2024/08030;2024-11-01;Aleksandra Wiśniewski;Warszawa;mazowieckie;Spożywcze;Oliwa z oliwek;48;3729,11;15;152147,69;Anulowane
ZAM/2024/08031;2024-12-07;Michał Kozłowski;Bydgoszcz;kujawsko-pomorskie;Zabawki;Klocki XXL;38;4939,93;15;159559,74;Zrealizowane
ZAM/2024/08032;2024-03-08;Michał Kozłowski;Wrocław;dolnośląskie;Ogród;Donica ceramiczna;7;46,83;15;278,64;W trakcie
ZAM/2024/08033;2024-04-16;Maria Zieliński;Wrocław;dolnośląskie;Spożywcze;Herbata zielona;7;4607,55;0;32252,85;Zwrot
ZAM/2024/08034;2025-01-09;Piotr Kamiński;Kraków;małopolskie;Ogród;Kosiarka;11;951,81;0;10469,91;W trakcie
ZAM/2024/08035;2024-03-10;Anna Szymański;Wrocław;dolnośląskie;Elektronika;Tablet Mini;21;4538,04;0;95298,84;Zrealizowane
ZAM/2024/08036;2024-12-20;Joanna Michalski;Poznań;wielkopolskie;AGD;Czajnik;25;2159,13;0;53978,25;Zrealizowane
ZAM/2024/08037;2024-03-21;Paweł Kowalczyk;Poznań;wielkopolskie;Książki;Powieść kryminał;16;3719,87;20;47614,34;Zrealizowane
ZAM/2024/08038;2024-08-22;Tomasz Szymański;Wrocław;dolnośląskie;AGD;Czajnik;1;4563,18;0;4563,18;Zwrot
ZAM/2024/08039;2024-08-16;Tomasz Piotrowski;Katowice;śląskie;Meble;Stół dębowy;48;2237,74;0;107411,52;Anulowane
ZAM/2024/08040;2024-05-06;Joanna Piotrowski;Warszawa;mazowieckie;Zabawki;Samochód RC;43;2787,68;5;113876,73;Zrealizowane
ZAM/2024/08041;2025-02-03;Monika Nowak;Bydgoszcz;kujawsko-pomorskie;Książki;Album sztuki;31;79,76;15;2101,68;W trakcie
ZAM/2024/08042;2024-02-19;Katarzyna Wiśniewski;Katowice;śląskie;Ogród;Parasol;16;1604,08;15;21815,49;Zwrot
ZAM/2024/08043;2025-02-18;Jan Dąbrowski;Kraków;małopolskie;Elektronika;Słuchawki BT;17;3711,78;10;56790,23;Zrealizowane
ZAM/2024/08044;2024-06-15;Łukasz Pawłowski;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Oliwa z oliwek;35;86,08;0;3012,80;Anulowane
ZAM/2024/08045;2024-08-21;Robert Mazur;Łódź;łódzkie;Elektronika;Monitor 27;40;2271,28;15;77223,52;Zwrot
ZAM/2024/08046;2024-04-17;Joanna Mazur;Poznań;wielkopolskie;Książki;Album sztuki;8;1842,53;0;14740,24;Zwrot
ZAM/2024/08047;2024-03-16;Magdalena Kwiatkowski;Łódź;łódzkie;Zabawki;Samochód RC;14;1096,62;0;15352,68;Zrealizowane
ZAM/2024/08048;2024-12-08;Andrzej Woźniak;Szczecin;zachodniopomorskie;Meble;Szafa 3D;3;4922,27;0;14766,81;Zrealizowane
ZAM/2024/08049;2025-03-05;Andrzej Grabowski;Białystok;podlaskie;Elektronika;Laptop Pro;21;2801,85;15;50013,02;Anulowane
ZAM/2024/08050;2024-07-15;Maria Nowak;Bydgoszcz;kujawsko-pomorskie;Ogród;Donica ceramiczna;20;1236,84;20;19789,44;Zwrot
ZAM/2024/08051;2024-04-12;Monika Kowalski;Wrocław;dolnośląskie;Odzież;Koszula bawełna;28;3294,50;0;92246,00;Zwrot
ZAM/2024/08052;2024-09-27;Piotr Wójcik;Lublin;lubelskie;AGD;Odkurzacz Robot;1;4353,62;5;4135,94;Zwrot
ZAM/2024/08053;2024-07-09;Katarzyna Dąbrowski;Szczecin;zachodniopomorskie;Meble;Stół dębowy;7;1219,32;5;8108,48;W trakcie
ZAM/2024/08054;2024-03-10;Katarzyna Nowicki;Łódź;łódzkie;Elektronika;Laptop Pro;5;766,57;0;3832,85;Anulowane
ZAM/2024/08055;2024-12-10;Robert Kowalski;Lublin;lubelskie;Spożywcze;Oliwa z oliwek;14;1183,71;20;13257,55;Zrealizowane
ZAM/2024/08056;2025-04-04;Ewa Nowicki;Szczecin;zachodniopomorskie;Meble;Fotel biurowy;1;2801,05;0;2801,05;Zrealizowane
ZAM/2024/08057;2025-01-21;Ewa Michalski;Gdańsk;pomorskie;AGD;Czajnik;17;1167,42;5;18853,83;Anulowane
ZAM/2024/08058;2025-03-30;Ewa Kozłowski;Lublin;lubelskie;AGD;Pralka Eko;40;2509,35;20;80299,20;W trakcie
ZAM/2024/08059;2025-05-15;Krzysztof Kwiatkowski;Szczecin;zachodniopomorskie;Zabawki;Gra planszowa;19;3951,07;0;75070,33;Anulowane
ZAM/2024/08060;2024-07-19;Anna Kowalczyk;Szczecin;zachodniopomorskie;AGD;Czajnik;31;4663,74;0;144575,94;Zrealizowane
ZAM/2024/08061;2025-03-17;Łukasz Kamiński;Wrocław;dolnośląskie;Meble;Regał;42;3191,71;0;134051,82;Zwrot
ZAM/2024/08062;2024-07-12;Joanna Pawłowski;Katowice;śląskie;Ogród;Donica ceramiczna;27;3695,90;20;79831,44;Zwrot
